,ACTIVITY DATE,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE
149950,2018-03-06,FA0038211,TONIGHT,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,3800 W PICO BLVD,LOS ANGELES,90019,95,A
185190,2018-08-01,FA0178679,LOMITAS BEST CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2087 LOMITA BLVD,LOMITA,90717,90,A
182811,2018-07-24,FA0240070,CAN COON LLC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9349 ALONDRA BLVD,BELLFLOWER,90706,92,A
193789,2018-09-06,FA0179950,TEXIS RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3087 W PICO BLVD # 4,LOS ANGELES,90006,96,A
199003,2018-09-26,FA0163646,HOT DOG ON A STICK,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1633 OCEAN FRONT WALK,SANTA MONICA,90401,95,A
180627,2018-07-16,FA0059251,CARNICERIA RODRIGUEZ,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,21424 SHERMAN WAY,CANOGA PARK,91303,93,A
185004,2018-08-01,FA0175099,3RD STREET PIZZA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,671 E BONITA AVE # C,SAN DIMAS,91773,97,A
186023,2018-08-06,FA0160517,EL COMALON MEXICAN FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,15000 PARAMOUNT BLVD,PARAMOUNT,90723,93,A
189809,2018-08-21,FA0143703,BIG JIMS DONUT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1141 E BROADWAY AVE,GLENDALE,91205,94,A
164035,2018-05-03,FA0242186,BACKSTAGE 90210 BAR & GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8442 WILSHIRE BLVD,BEVERLY HILLS,90211,91,A
174752,2018-06-18,FA0020432,EL BARON NIGHTCLUB RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8641 WASHINGTON BLVD,CULVER CITY,90232,91,A
163329,2018-05-01,FA0041862,MRS FIELD'S COOKIES,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1233 W RANCHO VISTA BLVD STE 909,PALMDALE,93551,90,A
121015,2017-10-20,FA0158664,TASTYBLOCK HAWAIIAN SHAVE ICE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,22815 FIGUEROA ST,CARSON,90745,98,A
178532,2018-07-05,FA0017336,HONG KONG EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,671 E UNIVERSITY DR,CARSON,90746,82,B
193806,2018-09-06,FA0052232,THE ROOF GARDEN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,9882 S SANTA MONICA BLVD,BEVERLY HILLS,90212,90,A
178881,2018-07-09,FA0180728,CHILE VERDE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2169 PACIFIC COAST HWY STE A,LOMITA,90717-2566,91,A
185339,2018-08-01,FA0159807,THE CARVING BOARD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7300 W SUNSET BLVD # I,LOS ANGELES,90046-3429,97,A
176806,2018-06-26,FA0006413,BUCA DI BEPPO,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1670 S PACIFIC COAST HWY,REDONDO BEACH,90277,91,A
181950,2018-07-19,FA0029677,HUICHO'S,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1250 S VERMONT AVE,LOS ANGELES,90006,90,A
159445,2018-04-16,FA0175760,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6201 WHITTIER BLVD,LOS ANGELES,90022,99,A
169381,2018-05-24,FA0241378,GO HYANG SAN CHUN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,345 S WESTERN AVE,LOS ANGELES,90020,91,A
184757,2018-07-31,FA0063132,HEADLINES,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,10922 KINROSS AVE,LOS ANGELES,90024,82,B
164022,2018-05-03,FA0249650,AGUA CHILES SUSHI,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,9129 RESEDA BLVD,NORTHRIDGE,91324,90,A
180160,2018-07-12,FA0261994,LEDY'S RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12150 HAMLIN ST,NORTH HOLLYWOOD,91606,91,A
190066,2018-08-21,FA0252465,T4 TEA FOR U,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,16 W MAIN ST,ALHAMBRA,91801,84,B
165773,2018-05-09,FA0047954,SCHWARTZ BAKERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8622 W PICO BLVD,LOS ANGELES,90035,92,A
159447,2018-04-16,FA0049803,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9047 WOODMAN AVE,PACOIMA,91331,92,A
197353,2018-09-20,FA0053712,GREENLAND MARKET DELI DEPT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,17643 SHERMAN WAY,VAN NUYS,91406,97,A
179702,2018-07-11,FA0027989,HODORI RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1001 S VERMONT AVE STE 102,LOS ANGELES,90006,92,A
129141,2017-11-29,FA0013312,CARRION BAKERY C PASTRY SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6203 STATE ST,HUNTINGTON PARK,90255,91,A
189214,2018-08-16,FA0044265,PIZZA WORLD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,365 S FAIRFAX AVE,LOS ANGELES,90036,96,A
188393,2018-08-14,FA0044144,SOUTHERN CALIFORNIA PIZZA CO LLC,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,153 E COMPTON BLVD,COMPTON,90220,98,A
197758,2018-09-21,FA0018783,JERSEY MIKE'S SUBS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1447 LINCOLN BLVD STE #106,SANTA MONICA,90401,96,A
180686,2018-07-16,FA0032033,JOSE ALFREDO'S MEXICAN FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1619 W CARSON ST,TORRANCE,90501,92,A
162089,2018-04-25,FA0251393,SPICY FISH,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1084 W MISSION BLVD # 10,POMONA,91766,93,A
194768,2018-09-12,FA0137401,ANTONIO'S TACOS & KABOB,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,13630 VAN NUYS BLVD #105,PACOIMA,91331,80,B
161651,2018-04-24,FA0031437,"SAALABI,MAHMOOD",ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1740 S HOOVER ST,LOS ANGELES,90006,98,A
195742,2018-09-14,FA0252347,FRESH BOBA TIME,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,623 E 12TH ST,LOS ANGELES,90015,72,C
164698,2018-05-07,FA0016076,COHEN GLATT RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,316 E PICO BLVD STE #E,LOS ANGELES,90015,93,A
192374,2018-08-30,FA0064797,KILLER SHRIMP BAR,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4211 ADMIRALTY WAY,MARINA DEL REY,90292,90,A
193094,2018-09-05,FA0166091,ADOBO TACO GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5695 WOODRUFF AVE,LAKEWOOD,90713,93,A
198212,2018-09-24,FA0055362,WING-STOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3351 W CENTURY BLVD STE 103,INGLEWOOD,90303,92,A
191061,2018-08-27,FA0203689,DONUT FARM,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2609 W SUNSET BLVD,LOS ANGELES,90026,91,A
150955,2018-03-09,FA0166151,PAPA JOHN'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,14569 TELEGRAPH RD,LA MIRADA,90638,95,A
198926,2018-09-26,FA0178358,DOWNTOWN PHILLY CHEESE STEAKS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,26570 BOUQUET CANYON RD # A,SANTA CLARITA,91350,90,A
196675,2018-09-18,FA0038909,U S DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,17340 S PIONEER BLVD,ARTESIA,90701,94,A
196073,2018-09-17,FA0171966,PANDA WOK,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4016 W WASHINGTON BLVD #A,LOS ANGELES,90018-1050,80,B
168248,2018-05-18,FA0017188,HOME RUN PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9523 ARTESIA BLVD,BELLFLOWER,90706,85,B
178709,2018-07-06,FA0008471,BASKIN ROBBINS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,557 W ARROW HWY,SAN DIMAS,91773,97,A
170768,2018-05-31,FA0257306,KEBAB HOUSE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,24201 W VALENCIA BLVD # 124,VALENCIA,91355,98,A
185969,2018-08-03,FA0055560,YUMMY'S,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,250 N ROBERTSON BLVD STE #109,BEVERLY HILLS,90211,92,A
171394,2018-06-04,FA0052588,TRINH CAFE & SANDWICHES,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,14426 S CRENSHAW BLVD A&B,GARDENA,90249,90,A
112581,2017-09-11,FA0158091,PACIFIC BREWING SUPPLIES,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,240 SAN DIMAS AVE,SAN DIMAS,91773,98,A
158803,2018-04-12,FA0164625,SAN GABRIEL DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2121 SAN GABRIEL BLVD,ROSEMEAD,91770,99,A
183913,2018-07-26,FA0021449,EL RINCON OAXAQUENO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1544 N WESTERN AVE,LOS ANGELES,90027,93,A
178179,2018-07-02,FA0138117,PIZZARONI,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6023 E FLORENCE AVE,BELL GARDENS,90201,95,A
199113,2018-09-26,FA0041528,MOOPONGRI,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2949 W OLYMPIC BLVD,LOS ANGELES,90006,90,A
192168,2018-08-29,FA0072544,THE YORK,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,5018 YORK BLVD,LOS ANGELES,90042,91,A
175092,2018-06-19,FA0023628,FOUR CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2122 1/2 COLORADO BLVD,LOS ANGELES,90041,96,A
183065,2018-07-24,FA0150124,OPCC ACCESS CENTER,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,503 OLYMPIC BLVD,SANTA MONICA,90401-3311,98,A
155864,2018-04-02,FA0065246,LA PARRILLA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1300 WILSHIRE BLVD,LOS ANGELES,90017,90,A
189389,2018-08-17,FA0061126,DRAGO CENTRO-BASEMENT STORAG,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,525 S FLOWER ST STE 120,LOS ANGELES,90071,94,A
179785,2018-07-11,FA0202793,NEW CHINA WAY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1100 N VERMONT AVE STE 17,LOS ANGELES,90023,91,A
192319,2018-08-30,FA0014682,GALAXY RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,13400 E ALONDRA BLVD,CERRITOS,90703,92,A
191148,2018-08-27,FA0263616,MELO MELO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,529 E VALLEY BLVD # 187B,SAN GABRIEL,91776,98,A
181907,2018-07-19,FA0249341,EUROPEAN DELI AND BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,722 S GRAND AVE,GLENDORA,91740,95,A
176685,2018-06-25,FA0173639,SABOR DE MI TIERRA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1260 S SOTO ST #4,LOS ANGELES,90023,94,A
195271,2018-09-13,FA0005834,BLUE ANGEL DELI & CAFE,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,3191 W TEMPLE AVE STE #110,POMONA,91768,94,A
178908,2018-07-09,FA0012300,EL GRINGO REDONDO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,821 TORRANCE BLVD,REDONDO BEACH,90277,90,A
198008,2018-09-24,FA0013239,EVERYDAY CAFE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,434 N CAMDEN DR,BEVERLY HILLS,90210,92,A
193475,2018-09-05,FA0053010,URTH CAFFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,267 S BEVERLY DR,BEVERLY HILLS,90212,90,A
181740,2018-07-18,FA0225959,THE CENTER BLESSED SACRAMENT CHURCH KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6636 SELMA AVE,LOS ANGELES,90028-7115,97,A
172258,2018-06-06,FA0256661,TEMAKI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18558 GALE AVE # 100,INDUSTRY,91748,92,A
195810,2018-09-14,FA0167581,O SUSHI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,18812 SOLEDAD CANYON RD,SANTA CLARITA,91351-3772,93,A
106950,2017-08-10,FA0007282,ARTE CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,12741 TOWNE CENTER DR # M-2,CERRITOS,90703,92,A
194033,2018-09-07,FA0250412,WETZEL'S PRETZELS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1600 S AZUSA AVE # 170,INDUSTRY,91748,90,A
191637,2018-08-28,FA0160729,SPRINKLES CUPCAKES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,629 AMERICANA WAY,GLENDALE,91204,95,A
193677,2018-09-06,FA0224616,LUCK THAI CUISINE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,524 S OCCIDENTAL BLVD,LOS ANGELES,90057,96,A
136857,2018-01-05,FA0060456,CUE TIME FAMILY BILLIARDS &,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,19706 E ARROW HWY,COVINA,91724,97,A
191062,2018-08-27,FA0241161,DOUGH GIRL,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,16851 VICTORY BLVD # 9,VAN NUYS,91406,90,A
174995,2018-06-19,FA0009394,BIG BURGER,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,17940 S AVALON BLVD,CARSON,90746,95,A
171907,2018-06-06,FA0250163,BURRITO LOCO EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11243 SAN FERNANDO RD,SAN FERNANDO,91346,92,A
196886,2018-09-19,FA0143701,GREAT WALL CHINESE RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2001 W AVENUE J,LANCASTER,93534,91,A
175273,2018-06-19,FA0251537,STARBUCKS 6613,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,13473 TELEGRAPH RD,SANTA FE SPRINGS,90605,99,A
197816,2018-09-21,FA0164900,PIZZA MAN,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,627 COLORADO ST,GLENDALE,91205-1709,84,B
185644,2018-08-02,FA0067640,NOGALES BURGER,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,19036 E LA PUENTE RD,WEST COVINA,91792,90,A
186445,2018-08-07,FA0164663,LEDLOW,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,400 S MAIN ST,LOS ANGELES,90013,94,A
154496,2018-03-27,FA0137962,NI HAO SUSHI & DINING,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,38029 E 47TH ST STE B,PALMDALE,93552,98,A
181006,2018-07-17,FA0242431,GLENOAKS DELI AND DELI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,621 E GLENOAKS BLVD STE A,GLENDALE,91207-1776,93,A
193204,2018-09-05,FA0013834,FOCUS ROOM CAFE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4001 W OLIVE AVE,BURBANK,91505,95,A
159878,2018-04-17,FA0049117,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6005 VINELAND AVE STE 101,NORTH HOLLYWOOD,91606,100,A
192482,2018-08-30,FA0031720,SAM'S SUBS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,701 E FOOTHILL BLVD,AZUSA,91702,95,A
104669,2017-07-31,FA0068447,PATTERN BAR,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,100 W 9TH ST,LOS ANGELES,90015,84,B
191978,2018-08-29,FA0023681,MARIA'S BAKERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4743 N PECK RD,EL MONTE,91732,90,A
180398,2018-07-12,FA0055825,Z GARDEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2350 PICO BLVD,SANTA MONICA,90405,92,A
192213,2018-08-29,FA0242567,ZAFRAN GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,11288 VENTURA BLVD # E,STUDIO CITY,91604,94,A
193058,2018-09-04,FA0052669,TOKYO SAKURA NOODLES,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,333 S ALAMEDA ST STE #100,LOS ANGELES,90013,93,A
198074,2018-09-24,FA0258384,LUCKY 1 RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7637 GARVEY AVE,ROSEMEAD,91770,83,B
181435,2018-07-18,FA0251127,CHIO'S PERUVIAN GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7115 VAN NUYS BLVD,VAN NUYS,91405,91,A
177672,2018-06-28,FA0143486,EAGLE CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1888 CENTURY PARK E # 3RD,LOS ANGELES,90067-1702,97,A
191951,2018-08-29,FA0242392,KING RED CRAWFISH & PHO,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,230 N GARFIELD AVE STE D12,MONTEREY PARK,91754-1774,93,A
163340,2018-05-01,FA0256672,ONO HAWAIIAN BBQ,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1377 E GLADSTONE ST # 106,GLENDORA,91740,94,A
193100,2018-09-05,FA0057362,AMAPOLA MEXICAN-DELI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6000 ATLANTIC BLVD,MAYWOOD,90270,94,A
162275,2018-04-26,FA0024905,GINO'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1122 CENTINELA AVE,INGLEWOOD,90302,90,A
197928,2018-09-24,FA0004244,ARISTO CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3768 W 242ND ST,TORRANCE,90505,76,C
187574,2018-08-09,FA0071308,SUGARFISH,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,600 W 7TH ST STE 150,LOS ANGELES,90017,98,A
151167,2018-03-12,FA0043847,PHO HA LINH VIETNAMESE RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,450 N AZUSA AVE STE D,WEST COVINA,91791,92,A
186838,2018-08-08,FA0019431,DONUT STAR,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8360 TOPANGA CANYON BLVD,CANOGA PARK,91304,97,A
194199,2018-09-10,FA0259362,NOSTAL CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,19745 VENTURA BLVD UNIT F,WOODLAND HILLS,91364,93,A
165197,2018-05-08,FA0066659,MCCONNEL HALL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1050 N MILLS AVE,CLAREMONT,91711,97,A
174191,2018-06-14,FA0259904,AMAYSN EVENTS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,44275 DIVISION ST,LANCASTER,93535,98,A
184453,2018-07-30,FA0179913,FARMER BOYS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,20810 NORDHOFF ST,CHATSWORTH,91311,90,A
196627,2018-09-18,FA0036323,TAM'S NUMBER 6,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10023 S FIGUEROA ST,LOS ANGELES,90003,90,A
183017,2018-07-24,FA0203026,LOUISIANA FRIED CHICKEN INGLEWOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1580 CENTINELA AVE STE 2,INGLEWOOD,90302-1199,91,A
137652,2018-01-09,FA0245450,STICKHOUSE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,6600 TOPANGA CANYON BLVD # 9242,CANOGA PARK,91303,96,A
175013,2018-06-19,FA0260057,CASA NUEVA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,23759 ROSCOE BLVD,WEST HILLS,91304,96,A
185064,2018-08-01,FA0262449,CHOCOLATE CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3319 W PICO BLVD,LOS ANGELES,90019,96,A
150763,2018-03-08,FA0049772,STUFF I EAT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,114 N MARKET ST,INGLEWOOD,90301,95,A
164390,2018-05-03,FA0159480,WET DOCUMENT,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,3850 WILSHIRE BLVD # 107,LOS ANGELES,90010-3206,97,A
141746,2018-01-29,FA0164754,MIX N ROLL BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,115 E ARBOR VITAE ST UNIT A,INGLEWOOD,90301,90,A
114906,2017-09-20,FA0248480,MRS. FIELDS COOKIES SKG,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,20700 AVALON BLVD # 430,CARSON,90746-3715,93,A
188247,2018-08-14,FA0263589,JAVIER TACO MEXICO LLC,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,5120 E OLYMPIC BLVD,LOS ANGELES,90022-3906,93,A
131322,2017-12-07,FA0203206,JUNCTION,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,9370 TELEGRAPH RD,DOWNEY,90242,96,A
162839,2018-04-30,FA0011414,DOMINO'S PIZZA 8115,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1007 E AVENUE J,LANCASTER,93535,96,A
156928,2018-04-05,FA0239976,RANCHO BAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,2485 N LAKE AVE,ALTADENA,91001,96,A
146908,2018-02-21,FA0063103,H SALT ESQUIRE FISH & CHIPS,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,4795 VINELAND AVE,NORTH HOLLYWOOD,91602,95,A
173867,2018-06-13,FA0251964,GENNAROS RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1109 N BRAND BLVD,GLENDALE,91202,92,A
133743,2017-12-18,FA0069948,SAFFRON,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,505 S FLOWER ST STE B250,LOS ANGELES,90071,91,A
178439,2018-07-05,FA0057163,AJISEN RAMEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,227 W VALLEY BLVD STE 108A,SAN GABRIEL,91776,93,A
109413,2017-08-23,FA0177621,BOBA BODEGA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9870 GARVEY AVE STE C,EL MONTE,91733,90,A
131200,2017-12-07,FA0225492,BULL BBQ,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18040 S WESTERN AVE,GARDENA,90248,83,B
176431,2018-06-23,FA0012234,CALABASAS GOLF AND COUNTRY,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4515 PARK ENTRADA,CALABASAS,91302,95,A
170164,2018-05-29,FA0047996,SEASIDE PALACE RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3720 SEPULVEDA BLVD,TORRANCE,90505,93,A
193278,2018-09-05,FA0155794,LUCILLE'S SMOKEHOUSE BARBQUE,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1445 PLAZA DR,WEST COVINA,91790,94,A
150814,2018-03-08,FA0038005,TOGOS SANDWICHES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3619 S VERMONT AVE,LOS ANGELES,90007,97,A
174862,2018-06-18,FA0171918,PHO-STOP,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2062 W AVENUE J,LANCASTER,93536,90,A
196575,2018-09-18,FA0070102,SANSAI JAPANESE GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8601 LINCOLN BLVD STE 120,LOS ANGELES,90045,95,A
186235,2018-08-07,FA0023340,BACK ON BROADWAY,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2024 BROADWAY ST,SANTA MONICA,90404,92,A
188414,2018-08-14,FA0071309,SUGARFISH,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,11640 SAN VICENTE BLVD,LOS ANGELES,90049,97,A
190492,2018-08-23,FA0059746,CHIPOTLE MEXICAN GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4718 ADMIRALTY WAY,MARINA DEL REY,90292,97,A
192822,2018-09-04,FA0020743,EL GALLO GIRO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8309 VAN NUYS BLVD,PANORAMA CITY,91402,95,A
171195,2018-06-04,FA0006657,ANDY'S BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6021 N FIGUEROA ST,LOS ANGELES,90042,90,A
170978,2018-05-31,FA0225059,YUMMY HERO,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18043 GALE AVE,INDUSTRY,91748,80,B
193066,2018-09-04,FA0052875,UNDERGROUND PUB & GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1332 HERMOSA AVE # 15,HERMOSA BEACH,90254,94,A
181333,2018-07-17,FA0036351,VIC'S TACOS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,10731 LA MIRADA BLVD,WHITTIER,90604,97,A
186890,2018-08-08,FA0025192,GELSON'S MARKET,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,5877 FRANKLIN AVE,LOS ANGELES,90028,96,A
197626,2018-09-20,FA0162680,THE WOODMAN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,13615 VENTURA BLVD,SHERMAN OAKS,91423,90,A
159052,2018-04-13,FA0019370,JUMBOS CLOWN ROOM,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,5153 HOLLYWOOD BLVD,LOS ANGELES,90028,90,A
188101,2018-08-14,FA0224694,CAFE IF,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7962 FOUNTAIN AVE,WEST HOLLYWOOD,90046,95,A
196120,2018-09-17,FA0050260,SUPER BIONICOS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4501 S ALAMEDA ST # #W-4,LOS ANGELES,90058,92,A
186087,2018-08-06,FA0035341,LITTLE CAESARS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,183 W MANCHESTER AVE,LOS ANGELES,90003,95,A
175608,2018-06-20,FA0023085,LULU'S RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,16900 ROSCOE BLVD,VAN NUYS,91406,90,A
181568,2018-07-18,FA0021841,LEMONADE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3607 TROUSDALE PKWY,LOS ANGELES,90089,98,A
