,ACTIVITY DATE,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE
164955,2018-05-08,FA0137686,ASTRO/AZABU RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2212 ARTESIA BLVD,TORRANCE,90504,91,A
177620,2018-06-28,FA0007361,ARMENIAN CUISINE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8131 SAN FERNANDO RD,SUN VALLEY,91352,96,A
182944,2018-07-24,FA0171487,HOMESTATE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4624 HOLLYWOOD BLVD,LOS ANGELES,90027,95,A
172673,2018-06-07,FA0203328,SWANYA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4322 SEPULVEDA BLVD,CULVER CITY,90230,90,A
183757,2018-07-25,FA0052115,TOKYO BEAT RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,319 E 2ND ST STE #205,LOS ANGELES,90012,96,A
125758,2017-11-08,FA0225590,LITTLE ONGPIN FAST FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1700 W BEVERLY BLVD,LOS ANGELES,90026,90,A
181603,2018-07-18,FA0025786,MR K'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1504 W GLENOAKS BLVD,GLENDALE,91201,93,A
176090,2018-06-21,FA0048001,SECOND FLOOR BAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,538 S FLOWER ST,LOS ANGELES,90071,100,A
178535,2018-07-05,FA0138168,INK SACK,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,380 WORLD WAY T48,LOS ANGELES,90045,92,A
195684,2018-09-14,FA0160092,AFC SUSHI (INSIDE RALPHS),ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,14049 VENTURA BLVD,SHERMAN OAKS,91423,96,A
186483,2018-08-07,FA0041225,MOLLY'S BURGER,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,7720 TELEGRAPH RD,COMMERCE,90040,95,A
176831,2018-06-26,FA0052672,CHOWKING,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8231 WOODMAN AVE,PANORAMA CITY,91402,96,A
199280,2018-09-26,FA0038193,TOMMY'S ORIGINAL HAMBURGERS,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,28116 N THE OLD RD,VALENCIA,91355,98,A
176390,2018-06-22,FA0173873,THE BLACK SHEEP,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,126 E 6TH ST,LOS ANGELES,90014,95,A
193536,2018-09-06,FA0070151,BOBO'S HAMBURGERS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2709 FIRESTONE BLVD,SOUTH GATE,90280,96,A
184315,2018-07-27,FA0042367,NEW MILENIO PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8534 LONG BEACH BLVD,SOUTH GATE,90280,91,A
197214,2018-09-19,FA0074332,YOU JUNG RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,533 S WESTERN AVE # #C,LOS ANGELES,90020,90,A
184307,2018-07-27,FA0038116,MAGIC WOK,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9406 E SLAUSON AVE,PICO RIVERA,90660,94,A
189566,2018-08-20,FA0244172,BENTO BOX,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1142 GLENDALE GALLERIA,GLENDALE,91210,95,A
174233,2018-06-14,FA0070129,CASTANEDA'S MEXICAN FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,700 E ALOSTA AVE,AZUSA,91702,91,A
194457,2018-09-11,FA0160896,HABIT BURGER GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7307 N FIGUEROA ST #202,LOS ANGELES,90041,92,A
178955,2018-07-09,FA0159973,MACY'S,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,4005 CRENSHAW BLVD,LOS ANGELES,90008,92,A
178470,2018-07-05,FA0180894,CAFE DE LECHE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,2477 LAKE AVE,ALTADENA,91001,96,A
155663,2018-03-30,FA0071281,SUBWAY SANDWICHES,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,16060 VENTURA BLVD STE 114,ENCINO,91436,97,A
195504,2018-09-13,FA0044053,PATINA CATERING KITCHEN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,141 S GRAND AVE # #950,LOS ANGELES,90012,98,A
105129,2017-08-02,FA0015858,CLUB CHA CHA,ACTIVE,RESTAURANT (61-150) SEATS LOW RISK,5117 TORRANCE BLVD,TORRANCE,90503,95,A
177634,2018-06-28,FA0009997,BLU JAM CAFE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7371 MELROSE AVE,LOS ANGELES,90046,96,A
191722,2018-08-28,FA0137305,VILLAGE TAVERN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3216 GLENDALE BLVD,LOS ANGELES,90039,98,A
162573,2018-04-27,FA0244869,DOWNTOWN FATBURGER,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,888 S FIGUEROA ST,LOS ANGELES,90017,91,A
182012,2018-07-19,FA0248164,MA'S ITALIAN KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,267 N PASS AVE,BURBANK,91505,96,A
163040,2018-04-30,FA0150197,UNION RESCUE MISSION,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,545 S SAN PEDRO ST,LOS ANGELES,90013-2101,90,A
187450,2018-08-09,FA0036416,LUSY'S INTERNATIONAL CUISINE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6357 WOODMAN AVE,VAN NUYS,91401,97,A
128091,2017-11-20,FA0033200,LA DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1514 S VERMONT AVE STE A,LOS ANGELES,90006,82,B
194441,2018-09-11,FA0262330,FRESH PITA ORGANIC EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4315 SEPULVEDA BLVD,CULVER CITY,90230,95,A
187910,2018-08-13,FA0020520,LA CANASTA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4112 E WHITTIER BLVD,LOS ANGELES,90023,96,A
152170,2018-03-15,FA0244447,MARTINI'S PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6503 S SEPULVEDA BLVD,LOS ANGELES,90045-1524,94,A
199026,2018-09-26,FA0018742,JEJU ISLAND,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4100 W PICO BLVD STE #10B,LOS ANGELES,90019,90,A
179853,2018-07-11,FA0069965,SAKURA RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4545 S CENTINELA AVE,LOS ANGELES,90066,90,A
173964,2018-06-13,FA0022264,LITTLE SHANHAI RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18457 E COLIMA RD STE #C,ROWLAND HEIGHTS,91748,80,B
155684,2018-03-30,FA0039917,VISTA DEL MAR FOOD SERVICE A,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3200 MOTOR AVE,LOS ANGELES,90034,95,A
198630,2018-09-25,FA0202800,ROMANAROMA,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,901 N CATALINA AVE # 100,REDONDO BEACH,90277,96,A
196970,2018-09-19,FA0167287,LEE'S MAUI HAWAIIAN BBQ,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9230 LAKEWOOD BLVD,DOWNEY,90240,92,A
125240,2017-11-07,FA0016451,HAPPY DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,600 S ALVARADO ST STE 110,LOS ANGELES,90057,80,B
197077,2018-09-19,FA0203000,RENDEZVOUS CAFE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9566 E LAS TUNAS DR,TEMPLE CITY,91780,92,A
134360,2017-12-20,FA0021653,ELIZABETH BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8903 LONG BEACH BLVD,SOUTH GATE,90280,97,A
164073,2018-05-03,FA0053231,CHAYA VENICE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,110 NAVY ST,VENICE,90291,90,A
183765,2018-07-25,FA0138955,TWIST-GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,735 S FIGUEROA ST #114,LOS ANGELES,90017,96,A
160532,2018-04-19,FA0040284,MH ITALIAN EXPRESS INC,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,10845 LINDBROOK DR,LOS ANGELES,90024,91,A
172905,2018-06-08,FA0250995,SHANGHAI NOODLE KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18977 COLIMA RD,ROWLAND HEIGHTS,91748,91,A
182833,2018-07-24,FA0248083,CILANTRO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,247 N BRAND BLVD,GLENDALE,91203,93,A
147732,2018-02-23,FA0020402,EDWARDS MOVIE THEATERS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1 E MAIN ST,ALHAMBRA,91803,97,A
156996,2018-04-05,FA0255849,TERRAZA CAFE COFFEE SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4017 1/2 CITY TERRACE DR,LOS ANGELES,90063,99,A
102329,2017-07-19,FA0072173,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,12930 VENTURA BLVD STE 122,STUDIO CITY,91604,96,A
193132,2018-09-05,FA0059255,CARNITAS MICHOACANAS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,18507 VICTORY BLVD,RESEDA,91335,97,A
169208,2018-05-23,FA0178332,SUPER TOM'S BURGERS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,444 E FOOTHILL BLVD,AZUSA,91702,95,A
157522,2018-04-09,FA0165018,PHANTOM CARRIAGE BREWERY,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18525 S MAIN ST,GARDENA,90248,96,A
167121,2018-05-15,FA0027596,PAMS DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,28016 SECO CANYON RD,SANTA CLARITA,91350,97,A
193631,2018-09-06,FA0063311,HAYAT KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,11009 BURBANK BLVD STE #117,NORTH HOLLYWOOD,91601,90,A
176421,2018-06-22,FA0074309,YOSHINOYA,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,617 E CHARLES E YOUNG DR 140-A,LOS ANGELES,90095,98,A
192756,2018-09-04,FA0252352,BLUE BOTTLE COFFEE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,830 N FAIRFAX AVE BLDG A,LOS ANGELES,90046,95,A
183711,2018-07-25,FA0049883,SUSHI FUJI,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,208 E PALM AVE,BURBANK,91502,90,A
199173,2018-09-26,FA0044739,PUPUSERIA MI SALVADOR,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,474 W ARROW HWY,COVINA,91722,90,A
178599,2018-07-05,FA0261500,PIZZA DI ROMA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12909 VICTORY BLVD,NORTH HOLLYWOOD,91606,95,A
196605,2018-09-18,FA0049954,SUBWAY SANDWICHES & SALADS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1720 W ROSECRANS AVE,COMPTON,90222,95,A
191334,2018-08-28,FA0014878,CHIPOTLE MEXICAN GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,244 S BEVERLY DR,BEVERLY HILLS,90212,95,A
182067,2018-07-19,FA0068626,PHO ME LY,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,14351 S CLARK AVE,BELLFLOWER,90706,86,B
185954,2018-08-03,FA0243636,THE LOS ANGELES BANH MI COMPANY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2479 E FLORENCE AVE,HUNTINGTON PARK,90255,100,A
173521,2018-06-12,FA0066884,MICELIS KITCHEN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3655 CAHUENGA BLVD W,LOS ANGELES,90068,91,A
198570,2018-09-25,FA0068203,PAMORE PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5416 S NORWALK BLVD STE B3,WHITTIER,90601,95,A
158311,2018-04-11,FA0249106,NOEMI'S MEXICAN RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,14350 PIONEER BLVD,NORWALK,90650,95,A
192607,2018-08-31,FA0010614,DAIKOKUYA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,327 E 1ST ST,LOS ANGELES,90012,80,B
191938,2018-08-29,FA0249370,JUDI'S DELI LLC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,433 N BEDFORD DR,BEVERLY HILLS,90210,91,A
191814,2018-08-29,FA0163738,BOURBON STREET SHRIMP & GRILLE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,10928 W PICO BLVD,LOS ANGELES,90064,90,A
199400,2018-09-27,FA0156769,CASA NOSTRA RISTORANTE & BAR,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,825 W 9TH ST,LOS ANGELES,90015,85,B
191369,2018-08-28,FA0259317,DOUBTING THOMAS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2510 W TEMPLE ST,LOS ANGELES,90026-7120,92,A
186675,2018-08-07,FA0174694,TOKYO EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4770 E CESAR CHAVEZ AVE,LOS ANGELES,90723,90,A
180746,2018-07-16,FA0021969,PAULS KITCHEN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1012 S SAN PEDRO ST,LOS ANGELES,90015,92,A
187219,2018-08-08,FA0202743,UNCLE RED'S PIZZERIA,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,13762 CLARK AVE,BELLFLOWER,90706,95,A
175247,2018-06-19,FA0174891,ROSEWOOD'S RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,10769 SOUTH ST,CERRITOS,90703,85,B
162259,2018-04-26,FA0170455,ESTATE,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1519 WILSHIRE BLVD,SANTA MONICA,90403,95,A
193061,2018-09-04,FA0052822,TONY'S DARTS AWAY,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1710 W MAGNOLIA BLVD,BURBANK,91506,94,A
178611,2018-07-05,FA0142994,QUALITY CATFISH MARKET & RES,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,124 W G ST,WILMINGTON,90744-5404,94,A
138749,2018-01-12,FA0072613,TINAS TAVERN,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,328 S GLENDORA AVE,WEST COVINA,91790,94,A
196913,2018-09-19,FA0160466,INDIA'S RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4366 FOUNTAIN AVE,LOS ANGELES,90029,93,A
168693,2018-05-22,FA0056449,1 STREET POOL&BILLARD PARLOR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1906 E 1ST ST,LOS ANGELES,90033,96,A
165347,2018-05-08,FA0051849,THELMA'S MORNING CAFE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,22876 COPPER HILL DR,SANTA CLARITA,91350,91,A
165317,2018-05-08,FA0050429,TACOS LOS TORITOS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,18520 SOLEDAD CANYON RD,SANTA CLARITA,91350,95,A
189063,2018-08-16,FA0062294,FRANK'S,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,363 S FAIRFAX AVE # #A,LOS ANGELES,90036,94,A
178884,2018-07-09,FA0166870,CHINA WOK EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,15751 BELLFLOWER BLVD,BELLFLOWER,90706,91,A
143703,2018-02-07,FA0250499,"DO&CO LOS ANGELES, INC.",ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4000 REDONDO BEACH AVE,REDONDO BEACH,90278,98,A
186293,2018-08-07,FA0258377,CHURROHOLIC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,15545 WHITTIER BLVD,WHITTIER,90603,93,A
198706,2018-09-25,FA0051247,THE COUNTER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4786 ADMIRALTY WAY,MARINA DEL REY,90292,94,A
196289,2018-09-18,FA0060444,CRYSTAL CASINO,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,123 E ARTESIA BLVD,COMPTON,90220,90,A
197663,2018-09-21,FA0174573,ABC RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,708 NEW HIGH ST,LOS ANGELES,90012,90,A
186981,2018-08-08,FA0248938,LE SAIGON,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,11611 SANTA MONICA BLVD,LOS ANGELES,90025,91,A
173821,2018-06-13,FA0159341,CRYING TIGER,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6531 HOLLYWOOD BLVD,LOS ANGELES,90028,90,A
174909,2018-06-18,FA0035482,SUPER PIZZA VELOZ,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7625 EASTERN AVE STE A,BELL GARDENS,90201,94,A
168929,2018-05-23,FA0004615,BABY BROS PIZZA CO.,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9641 LAKEWOOD BLVD,DOWNEY,90240,94,A
194519,2018-09-11,FA0258516,LEBANON SHAWARMA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,303 1/2 N BRAND BLVD,GLENDALE,91203-2303,95,A
190748,2018-08-23,FA0171492,SWEET LADY JANE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,16403 VENTURA BLVD #C,ENCINO,91436,95,A
193170,2018-09-05,FA0166419,EAGLE ROCK PUBLIC HOUSE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1627 COLORADO BLVD,LOS ANGELES,90041,97,A
189638,2018-08-20,FA0151594,GRIMALDI'S PIZZERIA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,2121 ROSECRANS AVE,EL SEGUNDO,90245,90,A
189190,2018-08-16,FA0242849,NABEEYA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18921 NORWALK BLVD,ARTESIA,90701,90,A
184206,2018-07-26,FA0174984,XI AN TASTY,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,127 N GARFIELD AVE UNIT Y,MONTEREY PARK,91754,92,A
199057,2018-09-26,FA0163208,LA PERGOLETTA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1802 HILLHURST AVE,LOS ANGELES,90027,94,A
194407,2018-09-11,FA0151556,DOUGLAS BURGERS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,16306 PIONEER BLVD,NORWALK,90650,98,A
183222,2018-07-24,FA0037885,TIP TOP BURGERS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8612 WOODMAN AVE,PACOIMA,91331,98,A
191758,2018-08-29,FA0056852,88 SLT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2520 W 8TH ST 109,LOS ANGELES,90057,93,A
148063,2018-02-26,FA0177905,VALENCIA ARCO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,23105 VALENCIA BLVD,VALENCIA,91355,98,A
142022,2018-01-30,FA0033622,KRISPY KREME DOUGHNUTS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1231 WILSHIRE BLVD,SANTA MONICA,90403,95,A
190659,2018-08-23,FA0068263,PANDA KING,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1027 W MLK BLVD,LOS ANGELES,90037,90,A
197436,2018-09-20,FA0158048,MAR & SOL RESTAURANT PUPUSERIA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,7940 ATLANTIC AVE STE B,CUDAHY,90201,94,A
199772,2018-09-28,FA0142516,ALAMEDA SNACK BAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,800 MCGARRY ST,LOS ANGELES,90021-1950,96,A
190519,2018-08-23,FA0020448,EL BURRITO JR,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,21141 HAWTHORNE BLVD,TORRANCE,90503,92,A
171875,2018-06-06,FA0225584,BAR 104,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,1717 W REDONDO BEACH BLVD,GARDENA,90247,96,A
178797,2018-07-06,FA0071152,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6046 PACIFIC BLVD,HUNTINGTON PARK,90255,98,A
164647,2018-05-07,FA0057030,ABC DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,10620 E IMPERIAL HWY,NORWALK,90650,95,A
199715,2018-09-27,FA0051107,TAK'S COFFEE SHOP,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3870 S CRENSHAW BLVD # 101,LOS ANGELES,90008,95,A
166821,2018-05-14,FA0255341,THE DONUT HOUSE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,104 W ANAHEIM ST,WILMINGTON,90744,94,A
167986,2018-05-17,FA0175584,MUL CAHEYS,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,15334 WHITTIER BLVD,WHITTIER,90603,93,A
131759,2017-12-09,FA0025317,GOLDEN BIRD,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,13501 S AVALON BLVD,LOS ANGELES,90061,83,B
181921,2018-07-19,FA0248116,GARDEN OF TAXCO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8470 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,92,A
184557,2018-07-30,FA0255905,RINCON DEL CEVICHE ACAPULCO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6503 PACIFIC BLVD STE 102,HUNTINGTON PARK,90255-4173,90,A
172529,2018-06-07,FA0035979,LEO & LILY,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,22420 VENTURA BLVD,WOODLAND HILLS,91364,96,A
191089,2018-08-27,FA0180113,FLAVOR OF INDIA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12321 VENTURA BLVD,STUDIO CITY,91604,98,A
174576,2018-06-15,FA0258138,K&A CATON CHINESE REST.,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9840 NATIONAL BLVD,LOS ANGELES,90034,93,A
122683,2017-10-27,FA0058001,BAR 31,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,285 W HUNTINGTON DR,ARCADIA,91007,100,A
178498,2018-07-05,FA0241454,DING'S GARDEN CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,733 W NAOMI AVE UNIT D,ARCADIA,91007,90,A
182138,2018-07-19,FA0050022,SWEETSALT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10218 1/2 RIVERSIDE DR,NORTH HOLLYWOOD,91602,94,A
198026,2018-09-24,FA0063073,GUSHI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,978 GAYLEY AVE,LOS ANGELES,90024,97,A
197770,2018-09-21,FA0264565,LA MICHOACANA ICE CREAM PARLOR,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11840 FOOTHILL BLVD # H,LAKE VIEW TERRACE,91324,95,A
191735,2018-08-28,FA0261335,WHOLE FOODS MARKET,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3401 W OLIVE AVE,BURBANK,91505-4615,98,A
179448,2018-07-10,FA0164766,SUL & BEANS,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,621 S WESTERN AVE #208A,LOS ANGELES,90005,94,A
185231,2018-08-01,FA0067482,NERSESS VANAK RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6524 SAN FERNANDO RD,GLENDALE,91204,90,A
192002,2018-08-29,FA0251718,MONTRESOR,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,11266 VENTURA BLVD,STUDIO CITY,91604,92,A
105127,2017-08-02,FA0139020,CHURROS STIX,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,6600 TOPANGA CYN # 9028,CANOGA PARK,91303,99,A
109994,2017-08-25,FA0138455,LADYHAWKS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,7933 EMERSON PL,ROSEMEAD,91770,95,A
135153,2017-12-26,FA0029071,PRIME CUT BEEF JERKY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2017 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,99,A
182176,2018-07-19,FA0249872,VN CUISINE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,658 W ARROW HWY,SAN DIMAS,91773,90,A
170302,2018-05-30,FA0005436,AK MOONLIGHT RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18000 VENTURA BLVD STE 23,ENCINO,91316,92,A
151635,2018-03-13,FA0224716,THE BAKED BEAR,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,965 FOOTHILL BLVD # 225EB,LA CANADA FLINTRIDGE,91011,97,A
192148,2018-08-29,FA0250724,THAI FOOD PICK UP,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10807 BEVERLY BLVD STE C,WHITTIER,90601,91,A
168585,2018-05-21,FA0068537,PEPPER TREE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1020 E ROUTE 66,GLENDORA,91740,90,A
164521,2018-05-04,FA0160548,O'FLAHERTY'S TAP HOUSE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,31234 PALOS VERDES DR W,RANCHO PALOS VERDES,90275,96,A
193606,2018-09-06,FA0008567,FEAST KITCHEN AND GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,6282 W HOLLYWOOD BLVD,LOS ANGELES,90028,90,A
175472,2018-06-20,FA0021410,EL SAZON OAXAQUENO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,12131 WASHINGTON PL # A,LOS ANGELES,90066,96,A
185635,2018-08-02,FA0203339,MIARI NOODLE HOUSE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3224 W OLYMPIC BLVD # 102,LOS ANGELES,90006,92,A
191364,2018-08-28,FA0255198,DISCIPLINA SALUDABLE CLUB,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1428 HUNTINGTON DR # A,DUARTE,91010,99,A
133893,2017-12-19,FA0173852,CINEPOLIS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8540 E WHITTIER BLVD,PICO RIVERA,90660,95,A
194630,2018-09-11,FA0202730,SALT & STRAW,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1351 S ABBOT KINNEY BLVD,VENICE,90291,93,A
184663,2018-07-31,FA0007908,CASA ALVAREZ,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,19744 E COLIMA RD,ROWLAND HEIGHTS,91748,90,A
191410,2018-08-28,FA0261261,FRESH OFF THE HOOK,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,13817 WHITTIER BLVD,WHITTIER,90605,97,A
185241,2018-08-01,FA0043099,PANDA EXPRESS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4325 GLENCOE AVE STE C4,MARINA DEL REY,90292,96,A
